REGION_CODE,REGION_NAME,YEAR,MONTH,ZONE,AVG_TEMP_C,MAX_TEMP_C,MIN_TEMP_C,TEMP_RANGE_C,PRECIPITATION_MM,RAIN_DAYS,HEAVY_RAIN_DAYS,DROUGHT_INDEX,ELEVATION_M,DISTANCE_TO_COAST_KM
MT,Mtwara,2003,4,Southern,27.94,31.28,24.09,7.19,1594.3,25,9,0.0,808.3,89.4
MT,Mtwara,2003,5,Southern,26.94,29.2,24.18,5.02,1126.9,14,2,0.0,808.3,89.4
MT,Mtwara,2003,6,Southern,26.44,28.53,24.27,4.26,472.6,4,0,0.0,808.3,89.4
MT,Mtwara,2003,7,Southern,25.94,28.87,23.97,4.89,285.6,7,0,0.0,808.3,89.4
MT,Mtwara,2003,8,Southern,26.44,28.19,22.65,5.55,285.6,5,0,0.0,808.3,89.4
MT,Mtwara,2003,9,Southern,27.44,30.45,23.85,6.6,379.1,2,0,0.0,808.3,89.4
MT,Mtwara,2003,10,Southern,27.94,31.11,22.0,9.1,566.0,8,0,0.0,808.3,89.4
MT,Mtwara,2003,11,Southern,28.44,32.26,25.59,6.67,846.5,16,1,0.0,808.3,89.4
MT,Mtwara,2003,12,Southern,28.64,30.68,24.95,5.73,1033.4,14,1,0.0,808.3,89.4
MT,Mtwara,2004,1,Southern,29.5,32.98,27.16,5.82,1205.1,16,2,0.0,808.3,89.4
MT,Mtwara,2004,2,Southern,29.7,33.21,26.35,6.86,1078.5,14,3,0.0,808.3,89.4
MT,Mtwara,2004,3,Southern,29.2,31.5,26.55,4.95,1711.6,22,6,0.0,808.3,89.4
MT,Mtwara,2004,4,Southern,28.5,31.25,25.54,5.71,2091.4,17,6,0.0,808.3,89.4
MT,Mtwara,2004,5,Southern,27.5,29.83,24.01,5.82,1458.3,23,5,0.0,808.3,89.4
MT,Mtwara,2004,6,Southern,27.0,30.03,21.78,8.24,572.0,9,0,0.0,808.3,89.4
MT,Mtwara,2004,7,Southern,26.5,29.91,23.26,6.65,318.8,7,0,0.0,808.3,89.4
MT,Mtwara,2004,8,Southern,27.0,30.81,23.91,6.91,318.8,7,0,0.0,808.3,89.4
MT,Mtwara,2004,9,Southern,28.0,32.14,25.67,6.46,445.4,8,1,0.0,808.3,89.4
MT,Mtwara,2004,10,Southern,28.5,30.42,26.67,3.75,698.6,10,1,0.0,808.3,89.4
MT,Mtwara,2004,11,Southern,29.0,31.85,26.17,5.68,1078.5,14,4,0.0,808.3,89.4
MT,Mtwara,2004,12,Southern,29.2,31.96,26.48,5.48,1331.7,21,4,0.0,808.3,89.4
MT,Mtwara,2005,1,Southern,30.89,33.68,27.9,5.78,696.3,13,1,0.65,808.3,89.4
MT,Mtwara,2005,2,Southern,31.09,34.01,27.68,6.33,633.2,5,1,0.48,808.3,89.4
MT,Mtwara,2005,3,Southern,30.59,33.93,27.02,6.91,948.3,11,4,1.05,808.3,89.4
MT,Mtwara,2005,4,Southern,29.89,33.22,27.9,5.32,1137.4,18,4,1.21,808.3,89.4
MT,Mtwara,2005,5,Southern,28.89,32.47,25.53,6.94,822.3,11,2,0.89,808.3,89.4
MT,Mtwara,2005,6,Southern,28.39,30.96,26.46,4.5,381.2,6,1,0.0,808.3,89.4
MT,Mtwara,2005,7,Southern,27.89,30.6,25.36,5.25,255.2,7,1,0.0,808.3,89.4
MT,Mtwara,2005,8,Southern,28.39,32.27,25.26,7.01,255.2,3,0,0.0,808.3,89.4
MT,Mtwara,2005,9,Southern,29.39,32.27,26.86,5.41,318.2,5,0,0.0,808.3,89.4
MT,Mtwara,2005,10,Southern,29.89,33.86,27.92,5.94,444.2,7,0,0.0,808.3,89.4
MT,Mtwara,2005,11,Southern,30.39,33.13,27.55,5.59,633.2,9,2,0.48,808.3,89.4
MT,Mtwara,2005,12,Southern,30.59,33.15,28.28,4.87,759.3,12,0,0.78,808.3,89.4
MT,Mtwara,2006,1,Southern,28.98,32.58,25.02,7.56,1216.4,16,5,0.0,808.3,89.4
MT,Mtwara,2006,2,Southern,29.18,32.1,25.41,6.69,1088.3,12,4,0.0,808.3,89.4
MT,Mtwara,2006,3,Southern,28.68,30.76,25.53,5.23,1728.5,21,8,0.0,808.3,89.4
MT,Mtwara,2006,4,Southern,27.98,30.29,24.03,6.25,2112.6,20,8,0.0,808.3,89.4
MT,Mtwara,2006,5,Southern,26.98,29.43,24.32,5.11,1472.4,22,7,0.0,808.3,89.4
MT,Mtwara,2006,6,Southern,26.48,30.33,24.35,5.98,576.2,9,3,0.0,808.3,89.4
MT,Mtwara,2006,7,Southern,25.98,29.56,22.54,7.02,320.2,4,0,0.0,808.3,89.4
MT,Mtwara,2006,8,Southern,26.48,28.6,23.25,5.35,320.2,8,0,0.0,808.3,89.4
MT,Mtwara,2006,9,Southern,27.48,31.1,25.2,5.9,448.2,4,0,0.0,808.3,89.4
MT,Mtwara,2006,10,Southern,27.98,30.58,24.6,5.98,704.3,14,2,0.0,808.3,89.4
MT,Mtwara,2006,11,Southern,28.48,32.95,26.51,6.44,1088.3,17,5,0.0,808.3,89.4
MT,Mtwara,2006,12,Southern,28.68,32.34,25.89,6.45,1344.4,22,3,0.0,808.3,89.4
MT,Mtwara,2007,1,Southern,30.48,34.11,27.74,6.37,821.8,14,2,0.0,808.3,89.4
MT,Mtwara,2007,2,Southern,30.68,32.92,27.29,5.63,743.1,12,1,0.0,808.3,89.4
MT,Mtwara,2007,3,Southern,30.18,33.67,27.55,6.12,1136.7,23,4,0.26,808.3,89.4
MT,Mtwara,2007,4,Southern,29.48,32.25,27.37,4.89,1372.8,20,9,0.42,808.3,89.4
MT,Mtwara,2007,5,Southern,28.48,31.38,23.49,7.89,979.3,15,2,0.1,808.3,89.4
MT,Mtwara,2007,6,Southern,27.98,31.08,23.65,7.43,428.3,9,2,0.0,808.3,89.4
MT,Mtwara,2007,7,Southern,27.48,30.36,25.27,5.09,270.9,5,0,0.0,808.3,89.4
MT,Mtwara,2007,8,Southern,27.98,30.54,22.16,8.39,270.9,3,0,0.0,808.3,89.4
MT,Mtwara,2007,9,Southern,28.98,31.85,25.72,6.13,349.6,3,0,0.0,808.3,89.4
MT,Mtwara,2007,10,Southern,29.48,32.79,26.75,6.03,507.0,8,3,0.0,808.3,89.4
MT,Mtwara,2007,11,Southern,29.98,33.56,27.7,5.86,743.1,7,0,0.0,808.3,89.4
MT,Mtwara,2007,12,Southern,30.18,33.22,27.58,5.65,900.5,18,7,0.0,808.3,89.4
MT,Mtwara,2008,1,Southern,28.8,31.72,25.35,6.36,882.2,9,3,0.0,808.3,89.4
MT,Mtwara,2008,2,Southern,29.0,32.79,27.09,5.7,796.0,11,1,0.0,808.3,89.4
MT,Mtwara,2008,3,Southern,28.5,31.0,26.15,4.85,1227.3,16,5,0.0,808.3,89.4
MT,Mtwara,2008,4,Southern,27.8,30.8,24.39,6.41,1486.1,23,5,0.05,808.3,89.4
MT,Mtwara,2008,5,Southern,26.8,29.87,24.91,4.96,1054.8,14,2,0.0,808.3,89.4
MT,Mtwara,2008,6,Southern,26.3,29.09,22.03,7.06,450.9,6,1,0.0,808.3,89.4
MT,Mtwara,2008,7,Southern,25.8,28.4,23.19,5.21,278.4,2,0,0.0,808.3,89.4
MT,Mtwara,2008,8,Southern,26.3,29.76,24.22,5.53,278.4,2,0,0.0,808.3,89.4
MT,Mtwara,2008,9,Southern,27.3,29.79,26.11,3.68,364.7,5,1,0.0,808.3,89.4
MT,Mtwara,2008,10,Southern,27.8,31.61,23.81,7.81,537.2,7,1,0.0,808.3,89.4
MT,Mtwara,2008,11,Southern,28.3,31.31,26.01,5.29,796.0,12,3,0.0,808.3,89.4
MT,Mtwara,2008,12,Southern,28.5,29.82,25.11,4.71,968.5,12,3,0.0,808.3,89.4
MT,Mtwara,2009,1,Southern,29.56,33.07,27.03,6.04,684.1,11,2,0.72,808.3,89.4
MT,Mtwara,2009,2,Southern,29.76,31.82,27.36,4.46,622.6,9,1,0.55,808.3,89.4
MT,Mtwara,2009,3,Southern,29.26,31.78,26.24,5.54,930.1,9,2,1.12,808.3,89.4
MT,Mtwara,2009,4,Southern,28.56,31.24,25.24,6.0,1114.6,13,1,1.28,808.3,89.4
MT,Mtwara,2009,5,Southern,27.56,31.26,24.99,6.27,807.1,9,5,0.96,808.3,89.4
MT,Mtwara,2009,6,Southern,27.06,30.49,24.01,6.48,376.6,3,1,0.0,808.3,89.4
MT,Mtwara,2009,7,Southern,26.56,29.56,23.4,6.16,253.6,7,0,0.0,808.3,89.4
MT,Mtwara,2009,8,Southern,27.06,30.34,25.04,5.3,253.6,7,0,0.0,808.3,89.4
MT,Mtwara,2009,9,Southern,28.06,32.86,25.55,7.3,315.1,6,0,0.0,808.3,89.4
MT,Mtwara,2009,10,Southern,28.56,31.48,26.92,4.56,438.1,10,1,0.0,808.3,89.4
MT,Mtwara,2009,11,Southern,29.06,32.53,26.75,5.78,622.6,7,0,0.55,808.3,89.4
MT,Mtwara,2009,12,Southern,29.26,32.5,25.28,7.23,745.6,13,3,0.86,808.3,89.4
MT,Mtwara,2010,1,Southern,30.22,32.6,27.3,5.3,845.1,10,1,0.0,808.3,89.4
MT,Mtwara,2010,2,Southern,30.42,33.19,28.27,4.92,763.4,10,1,0.0,808.3,89.4
MT,Mtwara,2010,3,Southern,29.92,33.15,26.39,6.76,1171.5,20,5,0.12,808.3,89.4
MT,Mtwara,2010,4,Southern,29.22,31.22,27.06,4.16,1416.3,17,8,0.28,808.3,89.4
MT,Mtwara,2010,5,Southern,28.22,31.07,25.18,5.89,1008.3,16,2,0.0,808.3,89.4
MT,Mtwara,2010,6,Southern,27.72,30.9,25.39,5.51,437.0,5,0,0.0,808.3,89.4
MT,Mtwara,2010,7,Southern,27.22,29.48,24.42,5.05,273.8,7,0,0.0,808.3,89.4
MT,Mtwara,2010,8,Southern,27.72,31.69,24.44,7.25,273.8,1,0,0.0,808.3,89.4
MT,Mtwara,2010,9,Southern,28.72,30.95,25.14,5.81,355.4,9,0,0.0,808.3,89.4
MT,Mtwara,2010,10,Southern,29.22,34.41,26.11,8.3,518.6,4,1,0.0,808.3,89.4
MT,Mtwara,2010,11,Southern,29.72,30.88,27.15,3.73,763.4,14,3,0.0,808.3,89.4
MT,Mtwara,2010,12,Southern,29.92,32.86,27.68,5.18,926.7,14,6,0.0,808.3,89.4
MT,Mtwara,2011,1,Southern,28.19,32.05,24.74,7.31,845.1,13,1,0.0,808.3,89.4
MT,Mtwara,2011,2,Southern,28.39,31.01,25.47,5.55,763.5,14,1,0.0,808.3,89.4
MT,Mtwara,2011,3,Southern,27.89,31.36,25.08,6.27,1171.6,16,8,0.12,808.3,89.4
MT,Mtwara,2011,4,Southern,27.19,30.48,24.82,5.66,1416.5,20,5,0.28,808.3,89.4
MT,Mtwara,2011,5,Southern,26.19,28.83,23.08,5.75,1008.4,12,3,0.0,808.3,89.4
MT,Mtwara,2011,6,Southern,25.69,29.22,22.7,6.52,437.0,8,2,0.0,808.3,89.4
MT,Mtwara,2011,7,Southern,25.19,27.79,21.83,5.96,273.8,5,0,0.0,808.3,89.4
MT,Mtwara,2011,8,Southern,25.69,28.07,22.37,5.7,273.8,6,0,0.0,808.3,89.4
MT,Mtwara,2011,9,Southern,26.69,29.5,24.22,5.28,355.4,3,1,0.0,808.3,89.4
MT,Mtwara,2011,10,Southern,27.19,28.89,23.72,5.17,518.6,8,1,0.0,808.3,89.4
MT,Mtwara,2011,11,Southern,27.69,30.53,24.87,5.66,763.5,11,2,0.0,808.3,89.4
MT,Mtwara,2011,12,Southern,27.89,32.1,24.16,7.94,926.7,8,3,0.0,808.3,89.4
MT,Mtwara,2012,1,Southern,29.62,31.02,27.03,3.99,1113.5,18,4,0.0,808.3,89.4
MT,Mtwara,2012,2,Southern,29.82,33.21,25.93,7.28,998.3,15,3,0.0,808.3,89.4
MT,Mtwara,2012,3,Southern,29.32,32.01,27.04,4.97,1574.1,21,7,0.0,808.3,89.4
MT,Mtwara,2012,4,Southern,28.62,30.63,25.46,5.18,1919.6,22,7,0.0,808.3,89.4
MT,Mtwara,2012,5,Southern,27.62,30.33,25.16,5.17,1343.8,15,5,0.0,808.3,89.4
MT,Mtwara,2012,6,Southern,27.12,29.05,24.47,4.58,537.6,10,1,0.0,808.3,89.4
MT,Mtwara,2012,7,Southern,26.62,28.56,24.2,4.36,307.3,5,2,0.0,808.3,89.4
MT,Mtwara,2012,8,Southern,27.12,29.5,22.76,6.75,307.3,6,1,0.0,808.3,89.4
MT,Mtwara,2012,9,Southern,28.12,31.85,25.7,6.16,422.5,5,0,0.0,808.3,89.4
MT,Mtwara,2012,10,Southern,28.62,31.83,26.26,5.57,652.8,8,0,0.0,808.3,89.4
MT,Mtwara,2012,11,Southern,29.12,32.59,24.97,7.62,998.3,11,2,0.0,808.3,89.4
MT,Mtwara,2012,12,Southern,29.32,31.86,26.11,5.75,1228.6,12,3,0.0,808.3,89.4
MT,Mtwara,2013,1,Southern,30.11,32.26,24.78,7.48,883.8,15,0,0.0,808.3,89.4
MT,Mtwara,2013,2,Southern,30.31,32.61,27.8,4.81,797.4,17,5,0.0,808.3,89.4
MT,Mtwara,2013,3,Southern,29.81,32.59,25.69,6.9,1229.7,15,3,0.0,808.3,89.4
MT,Mtwara,2013,4,Southern,29.11,31.1,24.92,6.18,1489.1,21,5,0.04,808.3,89.4
MT,Mtwara,2013,5,Southern,28.11,29.68,23.44,6.24,1056.8,12,3,0.0,808.3,89.4
MT,Mtwara,2013,6,Southern,27.61,30.36,24.13,6.23,451.5,7,0,0.0,808.3,89.4
MT,Mtwara,2013,7,Southern,27.11,30.11,23.92,6.19,278.6,6,0,0.0,808.3,89.4
MT,Mtwara,2013,8,Southern,27.61,30.99,23.99,7.0,278.6,4,0,0.0,808.3,89.4
MT,Mtwara,2013,9,Southern,28.61,33.57,25.46,8.11,365.1,2,0,0.0,808.3,89.4
MT,Mtwara,2013,10,Southern,29.11,31.78,25.66,6.12,538.0,6,0,0.0,808.3,89.4
MT,Mtwara,2013,11,Southern,29.61,32.44,26.11,6.33,797.4,9,2,0.0,808.3,89.4
MT,Mtwara,2013,12,Southern,29.81,32.45,26.76,5.69,970.3,11,1,0.0,808.3,89.4
MT,Mtwara,2014,1,Southern,29.51,32.87,26.66,6.2,989.2,12,2,0.0,808.3,89.4
MT,Mtwara,2014,2,Southern,29.71,31.88,27.1,4.78,889.6,16,4,0.0,808.3,89.4
MT,Mtwara,2014,3,Southern,29.21,33.11,26.5,6.61,1387.7,19,6,0.0,808.3,89.4
MT,Mtwara,2014,4,Southern,28.51,33.77,26.39,7.38,1686.6,26,7,0.0,808.3,89.4
MT,Mtwara,2014,5,Southern,27.51,30.2,24.41,5.79,1188.5,18,6,0.0,808.3,89.4
MT,Mtwara,2014,6,Southern,27.01,31.16,23.85,7.31,491.0,8,2,0.0,808.3,89.4
MT,Mtwara,2014,7,Southern,26.51,29.03,24.63,4.4,291.8,2,0,0.0,808.3,89.4
MT,Mtwara,2014,8,Southern,27.01,30.11,23.49,6.62,291.8,1,0,0.0,808.3,89.4
MT,Mtwara,2014,9,Southern,28.01,30.18,26.33,3.84,391.4,2,0,0.0,808.3,89.4
MT,Mtwara,2014,10,Southern,28.51,31.82,23.82,8.0,590.7,4,0,0.0,808.3,89.4
MT,Mtwara,2014,11,Southern,29.01,33.13,26.32,6.82,889.6,15,1,0.0,808.3,89.4
MT,Mtwara,2014,12,Southern,29.21,33.28,27.15,6.13,1088.8,16,4,0.0,808.3,89.4
MT,Mtwara,2015,1,Southern,30.77,33.61,27.74,5.87,1257.0,17,2,0.0,808.3,89.4
MT,Mtwara,2015,2,Southern,30.97,33.92,27.97,5.95,1123.9,19,2,0.0,808.3,89.4
MT,Mtwara,2015,3,Southern,30.47,33.88,28.79,5.1,1789.5,20,13,0.0,808.3,89.4
MT,Mtwara,2015,4,Southern,29.77,32.72,27.83,4.89,2188.8,21,9,0.0,808.3,89.4
MT,Mtwara,2015,5,Southern,28.77,31.65,26.3,5.36,1523.2,20,5,0.0,808.3,89.4
MT,Mtwara,2015,6,Southern,28.27,31.08,23.93,7.15,591.5,13,0,0.0,808.3,89.4
MT,Mtwara,2015,7,Southern,27.77,30.94,24.51,6.43,325.2,5,0,0.0,808.3,89.4
MT,Mtwara,2015,8,Southern,28.27,30.49,23.67,6.82,325.2,5,0,0.0,808.3,89.4
MT,Mtwara,2015,9,Southern,29.27,32.93,26.15,6.78,458.4,8,0,0.0,808.3,89.4
MT,Mtwara,2015,10,Southern,29.77,32.5,26.22,6.29,724.6,11,2,0.0,808.3,89.4
MT,Mtwara,2015,11,Southern,30.27,33.91,27.08,6.84,1123.9,17,4,0.0,808.3,89.4
MT,Mtwara,2015,12,Southern,30.47,33.8,27.66,6.15,1390.1,21,4,0.0,808.3,89.4
MT,Mtwara,2016,1,Southern,29.72,32.48,27.12,5.36,573.2,3,0,1.42,808.3,89.4
MT,Mtwara,2016,2,Southern,29.92,31.75,27.13,4.62,525.6,8,1,1.25,808.3,89.4
MT,Mtwara,2016,3,Southern,29.42,32.02,27.1,4.92,763.8,13,4,1.82,808.3,89.4
MT,Mtwara,2016,4,Southern,28.72,32.24,25.68,6.56,906.7,14,2,1.98,808.3,89.4
MT,Mtwara,2016,5,Southern,27.72,30.19,26.14,4.05,668.5,13,2,1.66,808.3,89.4
MT,Mtwara,2016,6,Southern,27.22,30.25,24.34,5.91,335.0,3,0,0.0,808.3,89.4
MT,Mtwara,2016,7,Southern,26.72,29.48,24.8,4.68,239.8,7,0,0.0,808.3,89.4
MT,Mtwara,2016,8,Southern,27.22,29.68,24.94,4.74,239.8,4,0,0.0,808.3,89.4
MT,Mtwara,2016,9,Southern,28.22,30.71,24.93,5.78,287.4,8,1,0.0,808.3,89.4
MT,Mtwara,2016,10,Southern,28.72,31.6,25.75,5.84,382.7,8,0,0.22,808.3,89.4
MT,Mtwara,2016,11,Southern,29.22,31.79,25.27,6.52,525.6,8,1,1.25,808.3,89.4
MT,Mtwara,2016,12,Southern,29.42,33.16,26.57,6.59,620.9,8,2,1.55,808.3,89.4
MT,Mtwara,2017,1,Southern,29.05,32.82,25.99,6.83,879.0,14,4,0.0,808.3,89.4
MT,Mtwara,2017,2,Southern,29.25,33.05,26.66,6.39,793.2,11,2,0.0,808.3,89.4
MT,Mtwara,2017,3,Southern,28.75,32.4,24.88,7.52,1222.5,19,2,0.0,808.3,89.4
MT,Mtwara,2017,4,Southern,28.05,32.56,24.57,7.99,1480.1,20,6,0.07,808.3,89.4
MT,Mtwara,2017,5,Southern,27.05,30.61,23.82,6.79,1050.8,16,3,0.0,808.3,89.4
MT,Mtwara,2017,6,Southern,26.55,29.64,22.92,6.72,449.7,6,0,0.0,808.3,89.4
MT,Mtwara,2017,7,Southern,26.05,28.92,23.79,5.13,278.0,4,0,0.0,808.3,89.4
MT,Mtwara,2017,8,Southern,26.55,29.0,23.81,5.19,278.0,4,1,0.0,808.3,89.4
MT,Mtwara,2017,9,Southern,27.55,30.06,24.42,5.64,363.9,5,0,0.0,808.3,89.4
MT,Mtwara,2017,10,Southern,28.05,31.36,25.49,5.88,535.6,9,0,0.0,808.3,89.4
MT,Mtwara,2017,11,Southern,28.55,31.67,26.41,5.26,793.2,13,2,0.0,808.3,89.4
MT,Mtwara,2017,12,Southern,28.75,30.96,26.97,3.99,964.9,18,5,0.0,808.3,89.4
MT,Mtwara,2018,1,Southern,30.51,34.09,28.11,5.98,1003.0,16,3,0.0,808.3,89.4
MT,Mtwara,2018,2,Southern,30.71,34.57,28.23,6.34,901.6,14,2,0.0,808.3,89.4
MT,Mtwara,2018,3,Southern,30.21,33.05,26.26,6.78,1408.4,18,6,0.0,808.3,89.4
MT,Mtwara,2018,4,Southern,29.51,32.47,26.16,6.3,1712.5,25,12,0.0,808.3,89.4
MT,Mtwara,2018,5,Southern,28.51,31.46,24.16,7.31,1205.7,10,3,0.0,808.3,89.4
MT,Mtwara,2018,6,Southern,28.01,30.74,25.98,4.76,496.2,4,1,0.0,808.3,89.4
MT,Mtwara,2018,7,Southern,27.51,30.67,24.79,5.88,293.5,3,0,0.0,808.3,89.4
MT,Mtwara,2018,8,Southern,28.01,31.04,25.18,5.86,293.5,4,0,0.0,808.3,89.4
MT,Mtwara,2018,9,Southern,29.01,31.99,26.42,5.57,394.9,3,1,0.0,808.3,89.4
MT,Mtwara,2018,10,Southern,29.51,33.66,26.51,7.15,597.6,8,1,0.0,808.3,89.4
MT,Mtwara,2018,11,Southern,30.01,33.95,26.16,7.79,901.6,14,3,0.0,808.3,89.4
MT,Mtwara,2018,12,Southern,30.21,32.87,26.86,6.01,1104.4,12,2,0.0,808.3,89.4
MT,Mtwara,2019,1,Southern,31.35,34.03,28.12,5.91,873.8,13,3,0.0,808.3,89.4
MT,Mtwara,2019,2,Southern,31.55,36.41,28.12,8.28,788.6,13,3,0.0,808.3,89.4
MT,Mtwara,2019,3,Southern,31.05,35.56,28.77,6.79,1214.6,17,2,0.0,808.3,89.4
MT,Mtwara,2019,4,Southern,30.35,33.3,27.68,5.61,1470.2,21,6,0.1,808.3,89.4
MT,Mtwara,2019,5,Southern,29.35,32.85,27.28,5.57,1044.2,13,3,0.0,808.3,89.4
MT,Mtwara,2019,6,Southern,28.85,32.0,25.06,6.94,447.7,6,1,0.0,808.3,89.4
MT,Mtwara,2019,7,Southern,28.35,31.39,24.92,6.47,277.3,6,0,0.0,808.3,89.4
MT,Mtwara,2019,8,Southern,28.85,31.85,26.08,5.78,277.3,2,0,0.0,808.3,89.4
MT,Mtwara,2019,9,Southern,29.85,32.86,27.29,5.57,362.5,8,0,0.0,808.3,89.4
MT,Mtwara,2019,10,Southern,30.35,34.4,26.57,7.84,532.9,4,0,0.0,808.3,89.4
MT,Mtwara,2019,11,Southern,30.85,33.26,27.73,5.54,788.6,12,0,0.0,808.3,89.4
MT,Mtwara,2019,12,Southern,31.05,33.86,29.47,4.38,959.0,13,4,0.0,808.3,89.4
MT,Mtwara,2020,1,Southern,30.64,33.02,25.74,7.28,953.4,17,5,0.0,808.3,89.4
MT,Mtwara,2020,2,Southern,30.84,32.95,28.32,4.62,858.2,9,1,0.0,808.3,89.4
MT,Mtwara,2020,3,Southern,30.34,34.32,27.46,6.86,1334.0,19,5,0.0,808.3,89.4
MT,Mtwara,2020,4,Southern,29.64,32.29,25.83,6.46,1619.4,25,12,0.0,808.3,89.4
MT,Mtwara,2020,5,Southern,28.64,32.27,26.79,5.48,1143.7,18,3,0.0,808.3,89.4
MT,Mtwara,2020,6,Southern,28.14,32.15,25.22,6.93,477.6,5,0,0.0,808.3,89.4
MT,Mtwara,2020,7,Southern,27.64,30.2,24.44,5.75,287.3,5,0,0.0,808.3,89.4
MT,Mtwara,2020,8,Southern,28.14,29.99,26.02,3.97,287.3,6,0,0.0,808.3,89.4
MT,Mtwara,2020,9,Southern,29.14,31.2,25.4,5.81,382.4,5,0,0.0,808.3,89.4
MT,Mtwara,2020,10,Southern,29.64,33.19,25.61,7.59,572.7,10,0,0.0,808.3,89.4
MT,Mtwara,2020,11,Southern,30.14,33.97,28.11,5.87,858.2,14,6,0.0,808.3,89.4
MT,Mtwara,2020,12,Southern,30.34,33.13,27.22,5.91,1048.5,11,3,0.0,808.3,89.4
MT,Mtwara,2021,1,Southern,30.15,33.6,26.03,7.58,884.1,12,1,0.0,808.3,89.4
MT,Mtwara,2021,2,Southern,30.35,33.37,27.63,5.73,797.6,11,1,0.0,808.3,89.4
MT,Mtwara,2021,3,Southern,29.85,33.52,26.7,6.82,1230.1,17,6,0.0,808.3,89.4
MT,Mtwara,2021,4,Southern,29.15,31.54,25.96,5.57,1489.6,24,8,0.03,808.3,89.4
MT,Mtwara,2021,5,Southern,28.15,31.97,25.02,6.95,1057.1,14,3,0.0,808.3,89.4
MT,Mtwara,2021,6,Southern,27.65,31.66,25.33,6.33,451.6,6,0,0.0,808.3,89.4
MT,Mtwara,2021,7,Southern,27.15,30.88,25.04,5.84,278.6,3,0,0.0,808.3,89.4
MT,Mtwara,2021,8,Southern,27.65,30.6,23.55,7.04,278.6,3,0,0.0,808.3,89.4
MT,Mtwara,2021,9,Southern,28.65,33.53,25.35,8.18,365.1,4,0,0.0,808.3,89.4
MT,Mtwara,2021,10,Southern,29.15,31.59,27.0,4.59,538.1,3,1,0.0,808.3,89.4
MT,Mtwara,2021,11,Southern,29.65,32.76,26.4,6.37,797.6,14,3,0.0,808.3,89.4
MT,Mtwara,2021,12,Southern,29.85,33.26,27.81,5.45,970.6,11,2,0.0,808.3,89.4
MT,Mtwara,2022,1,Southern,29.32,32.75,26.34,6.41,1004.1,13,1,0.0,808.3,89.4
MT,Mtwara,2022,2,Southern,29.52,32.33,26.41,5.92,902.6,15,2,0.0,808.3,89.4
MT,Mtwara,2022,3,Southern,29.02,31.53,26.18,5.35,1410.1,18,5,0.0,808.3,89.4
MT,Mtwara,2022,4,Southern,28.32,30.46,25.17,5.29,1714.5,22,12,0.0,808.3,89.4
MT,Mtwara,2022,5,Southern,27.32,30.26,25.12,5.14,1207.1,15,4,0.0,808.3,89.4
MT,Mtwara,2022,6,Southern,26.82,29.96,24.51,5.45,496.6,8,0,0.0,808.3,89.4
MT,Mtwara,2022,7,Southern,26.32,28.81,23.1,5.71,293.6,3,0,0.0,808.3,89.4
MT,Mtwara,2022,8,Southern,26.82,28.41,24.02,4.4,293.6,4,0,0.0,808.3,89.4
MT,Mtwara,2022,9,Southern,27.82,30.04,24.99,5.05,395.1,5,0,0.0,808.3,89.4
MT,Mtwara,2022,10,Southern,28.32,32.96,26.5,6.46,598.1,9,1,0.0,808.3,89.4
MT,Mtwara,2022,11,Southern,28.82,32.16,25.92,6.24,902.6,9,2,0.0,808.3,89.4
MT,Mtwara,2022,12,Southern,29.02,32.44,26.52,5.92,1105.6,15,6,0.0,808.3,89.4
MT,Mtwara,2023,1,Southern,31.87,34.8,29.17,5.63,637.6,6,1,1.01,808.3,89.4
MT,Mtwara,2023,2,Southern,32.07,35.08,29.34,5.74,581.9,7,0,0.84,808.3,89.4
MT,Mtwara,2023,3,Southern,31.57,35.04,28.73,6.32,860.4,12,3,1.42,808.3,89.4
MT,Mtwara,2023,4,Southern,30.87,33.47,28.01,5.46,1027.4,17,7,1.58,808.3,89.4
MT,Mtwara,2023,5,Southern,29.87,31.92,27.24,4.68,749.0,10,3,1.25,808.3,89.4
MT,Mtwara,2023,6,Southern,29.37,31.16,26.14,5.02,359.2,7,0,0.0,808.3,89.4
MT,Mtwara,2023,7,Southern,28.87,32.28,26.69,5.59,247.8,5,0,0.0,808.3,89.4
MT,Mtwara,2023,8,Southern,29.37,32.07,26.6,5.47,247.8,3,0,0.0,808.3,89.4
MT,Mtwara,2023,9,Southern,30.37,32.63,27.34,5.29,303.5,1,0,0.0,808.3,89.4
MT,Mtwara,2023,10,Southern,30.87,34.3,27.97,6.34,414.9,6,0,0.0,808.3,89.4
MT,Mtwara,2023,11,Southern,31.37,34.59,29.19,5.4,581.9,7,0,0.84,808.3,89.4
MT,Mtwara,2023,12,Southern,31.57,34.16,29.11,5.05,693.3,11,3,1.15,808.3,89.4
MW,Mwanza,2000,1,Lake,22.62,26.35,19.54,6.81,1114.9,15,3,0.0,1269.0,251.3
MW,Mwanza,2000,2,Lake,22.82,24.99,19.54,5.45,987.5,12,3,0.0,1269.0,251.3
MW,Mwanza,2000,3,Lake,22.32,27.43,19.41,8.02,1624.3,25,9,0.0,1269.0,251.3
MW,Mwanza,2000,4,Lake,21.62,24.18,17.06,7.12,2006.3,22,8,0.0,1269.0,251.3
MW,Mwanza,2000,5,Lake,20.62,22.75,17.54,5.21,1369.6,14,6,0.0,1269.0,251.3
